facility_code,facility_name,facility_name_short,first_nation_name,latitude,longitude,treatment_spaces,facility_type,day_name,time_band,busyness_score,wait_time_minutes,high_acuity_wait_minutes,alert_active,alert_message
15005,Eight Mile Plains Satellite Health Centre (Maroo-goodji-ba),Eight Mile Plains Satellite Health Centre,Maroo-goodji-ba,-27.5884533,153.097371,12,MIIC,Sun,17,3.9,19.0,,false,
15005,Eight Mile Plains Satellite Health Centre (Maroo-goodji-ba),Eight Mile Plains Satellite Health Centre,Maroo-goodji-ba,-27.5884533,153.097371,12,MIIC,Sun,22,0.4,19.0,,false,
15005,Eight Mile Plains Satellite Health Centre (Maroo-goodji-ba),Eight Mile Plains Satellite Health Centre,Maroo-goodji-ba,-27.5884533,153.097371,12,MIIC,Sun,8,1.6,19.0,,false,
15005,Eight Mile Plains Satellite Health Centre (Maroo-goodji-ba),Eight Mile Plains Satellite Health Centre,Maroo-goodji-ba,-27.5884533,153.097371,12,MIIC,Sun,4,0.0,19.0,,false,
15005,Eight Mile Plains Satellite Health Centre (Maroo-goodji-ba),Eight Mile Plains Satellite Health Centre,Maroo-goodji-ba,-27.5884533,153.097371,12,MIIC,Sun,7,0.0,19.0,,false,
15005,Eight Mile Plains Satellite Health Centre (Maroo-goodji-ba),Eight Mile Plains Satellite Health Centre,Maroo-goodji-ba,-27.5884533,153.097371,12,MIIC,Sun,16,5.0,19.0,,false,
15005,Eight Mile Plains Satellite Health Centre (Maroo-goodji-ba),Eight Mile Plains Satellite Health Centre,Maroo-goodji-ba,-27.5884533,153.097371,12,MIIC,Sun,14,4.7,19.0,,false,
15005,Eight Mile Plains Satellite Health Centre (Maroo-goodji-ba),Eight Mile Plains Satellite Health Centre,Maroo-goodji-ba,-27.5884533,153.097371,12,MIIC,Sun,13,6.1,19.0,,false,
15005,Eight Mile Plains Satellite Health Centre (Maroo-goodji-ba),Eight Mile Plains Satellite Health Centre,Maroo-goodji-ba,-27.5884533,153.097371,12,MIIC,Sun,18,3.6,19.0,,false,
15005,Eight Mile Plains Satellite Health Centre (Maroo-goodji-ba),Eight Mile Plains Satellite Health Centre,Maroo-goodji-ba,-27.5884533,153.097371,12,MIIC,Sun,15,5.7,19.0,,false,
15005,Eight Mile Plains Satellite Health Centre (Maroo-goodji-ba),Eight Mile Plains Satellite Health Centre,Maroo-goodji-ba,-27.5884533,153.097371,12,MIIC,Sun,2,0.0,19.0,,false,
15005,Eight Mile Plains Satellite Health Centre (Maroo-goodji-ba),Eight Mile Plains Satellite Health Centre,Maroo-goodji-ba,-27.5884533,153.097371,12,MIIC,Sun,12,6.6,19.0,,false,
15005,Eight Mile Plains Satellite Health Centre (Maroo-goodji-ba),Eight Mile Plains Satellite Health Centre,Maroo-goodji-ba,-27.5884533,153.097371,12,MIIC,Sun,10,4.9,19.0,,false,
15005,Eight Mile Plains Satellite Health Centre (Maroo-goodji-ba),Eight Mile Plains Satellite Health Centre,Maroo-goodji-ba,-27.5884533,153.097371,12,MIIC,Sun,11,6.0,19.0,,false,
15005,Eight Mile Plains Satellite Health Centre (Maroo-goodji-ba),Eight Mile Plains Satellite Health Centre,Maroo-goodji-ba,-27.5884533,153.097371,12,MIIC,Sun,20,2.0,19.0,,false,
15005,Eight Mile Plains Satellite Health Centre (Maroo-goodji-ba),Eight Mile Plains Satellite Health Centre,Maroo-goodji-ba,-27.5884533,153.097371,12,MIIC,Sun,1,0.0,19.0,,false,
15005,Eight Mile Plains Satellite Health Centre (Maroo-goodji-ba),Eight Mile Plains Satellite Health Centre,Maroo-goodji-ba,-27.5884533,153.097371,12,MIIC,Sun,9,3.4,19.0,,false,
15005,Eight Mile Plains Satellite Health Centre (Maroo-goodji-ba),Eight Mile Plains Satellite Health Centre,Maroo-goodji-ba,-27.5884533,153.097371,12,MIIC,Sun,23,0.0,19.0,,false,
15005,Eight Mile Plains Satellite Health Centre (Maroo-goodji-ba),Eight Mile Plains Satellite Health Centre,Maroo-goodji-ba,-27.5884533,153.097371,12,MIIC,Sun,5,0.0,19.0,,false,
15005,Eight Mile Plains Satellite Health Centre (Maroo-goodji-ba),Eight Mile Plains Satellite Health Centre,Maroo-goodji-ba,-27.5884533,153.097371,12,MIIC,Sun,21,1.7,19.0,,false,
15005,Eight Mile Plains Satellite Health Centre (Maroo-goodji-ba),Eight Mile Plains Satellite Health Centre,Maroo-goodji-ba,-27.5884533,153.097371,12,MIIC,Sun,19,2.6,19.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,22,0.0,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,18,2.8,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,14,3.4,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,0,0.0,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,16,2.7,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,11,4.4,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,17,2.5,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,23,0.0,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,21,0.8,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,2,0.0,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,6,0.0,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,9,2.3,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,15,2.6,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,4,0.0,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,8,2.1,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,12,3.3,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,19,2.9,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,20,1.8,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,1,0.0,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,3,0.0,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,7,0.0,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,13,3.9,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,10,4.0,14.0,,false,
15001,Ripley Satellite Health Centre (Moodoombar Dabbil),Ripley Satellite Health Centre,Moodoombar Dabbil,-27.6938454,152.8102374,7,MIIC,Sun,5,0.0,14.0,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,14,4.0,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,18,1.0,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,23,0.0,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,2,0.0,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,15,2.3,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,11,4.6,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,16,1.4,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,0,0.0,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,6,0.0,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,17,1.3,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,4,0.0,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,19,0.8,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,9,2.3,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,12,4.2,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,10,4.0,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,20,1.0,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,1,0.0,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,22,0.0,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,8,1.3,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,5,0.0,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,13,4.2,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,21,0.3,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,3,0.0,,,false,
15006,Redlands Satellite Health Centre (Talwalpin Milbul),Redlands Satellite Health Centre,Talwalpin Milbul,-27.6203238,153.3065898,12,MIIC,Sun,7,0.0,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,5,0.0,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,11,0.5,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,13,0.4,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,9,0.3,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,14,0.6,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,17,0.1,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,1,0.0,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,19,0.3,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,12,0.6,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,22,0.0,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,20,0.1,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,16,0.3,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,6,0.0,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,21,0.1,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,18,0.1,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,7,0.0,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,3,0.0,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,2,0.0,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,10,0.8,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,8,0.9,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,23,0.0,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,15,0.3,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,0,0.0,,,false,
15004,Bribie Island Satellite Health Centre (Yarun),Bribie Island Satellite Health Centre,Yarun,-27.0814487,153.1638882,6,MIIC,Sun,4,0.0,,,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,13,1.2,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,21,0.2,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,12,1.2,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,14,0.7,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,9,1.2,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,1,0.0,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,16,1.3,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,8,1.0,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,15,1.3,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,10,1.5,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,11,1.4,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,23,0.0,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,2,0.0,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,20,0.6,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,18,0.5,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,5,0.0,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,17,0.6,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,0,0.0,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,3,0.0,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,6,0.0,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,19,0.4,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,7,0.0,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,22,0.0,12.0,12.0,false,
15000,Tugun Satellite Health Centre (Banyahrmabah),Tugun Satellite Health Centre,Banyahrmabah,-28.1543864,153.4917939,8,MIIC,Thu,4,0.0,12.0,12.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,21,0.1,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,12,1.3,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,22,0.0,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,10,1.4,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,20,0.6,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,5,0.0,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,9,1.4,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,11,1.6,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,19,1.2,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,3,0.0,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,6,0.0,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,13,1.1,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,2,0.0,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,0,0.0,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,17,1.3,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,4,0.0,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,23,0.0,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,8,1.5,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,18,1.5,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,15,1.2,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,1,0.0,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,14,0.7,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,7,0.0,10.0,10.0,false,
15003,Caboolture Satellite Health Centre (Kabul),Caboolture Satellite Health Centre,Kabul,-27.0795776,152.9529096,6,MIIC,Thu,16,1.0,10.0,10.0,false,
15002,Kallangur Satellite Health Centre (Kalangoor),Kallangur Satellite Health Centre,Kalangoor,-27.2580685,152.9964031,10,MIIC,Thu,5,0.0,6.0,6.0,false,
15002,Kallangur Satellite Health Centre (Kalangoor),Kallangur Satellite Health Centre,Kalangoor,-27.2580685,152.9964031,10,MIIC,Thu,23,0.0,6.0,6.0,false,
15002,Kallangur Satellite Health Centre (Kalangoor),Kallangur Satellite Health Centre,Kalangoor,-27.2580685,152.9964031,10,MIIC,Thu,9,2.2,6.0,6.0,false,
15002,Kallangur Satellite Health Centre (Kalangoor),Kallangur Satellite Health Centre,Kalangoor,-27.2580685,152.9964031,10,MIIC,Thu,22,0.0,6.0,6.0,false,
15002,Kallangur Satellite Health Centre (Kalangoor),Kallangur Satellite Health Centre,Kalangoor,-27.2580685,152.9964031,10,MIIC,Thu,12,3.3,6.0,6.0,false,
15002,Kallangur Satellite Health Centre (Kalangoor),Kallangur Satellite Health Centre,Kalangoor,-27.2580685,152.9964031,10,MIIC,Thu,8,1.7,6.0,6.0,false,
15002,Kallangur Satellite Health Centre (Kalangoor),Kallangur Satellite Health Centre,Kalangoor,-27.2580685,152.9964031,10,MIIC,Thu,16,1.5,6.0,6.0,false,
15002,Kallangur Satellite Health Centre (Kalangoor),Kallangur Satellite Health Centre,Kalangoor,-27.2580685,152.9964031,10,MIIC,Thu,21,0.6,6.0,6.0,false,
15002,Kallangur Satellite Health Centre (Kalangoor),Kallangur Satellite Health Centre,Kalangoor,-27.2580685,152.9964031,10,MIIC,Thu,7,0.0,6.0,6.0,false,
15002,Kallangur Satellite Health Centre (Kalangoor),Kallangur Satellite Health Centre,Kalangoor,-27.2580685,152.9964031,10,MIIC,Thu,17,1.9,6.0,6.0,false,
15002,Kallangur Satellite Health Centre (Kalangoor),Kallangur Satellite Health Centre,Kalangoor,-27.2580685,152.9964031,10,MIIC,Thu,19,2.0,6.0,6.0,false,
15002,Kallangur Satellite Health Centre (Kalangoor),Kallangur Satellite Health Centre,Kalangoor,-27.2580685,152.9964031,10,MIIC,Thu,1,0.0,6.0,6.0,false,
15002,Kallangur Satellite Health Centre (Kalangoor),Kallangur Satellite Health Centre,Kalangoor,-27.2580685,152.9964031,10,MIIC,Thu,0,0.0,6.0,6.0,false,
15002,Kallangur Satellite Health Centre (Kalangoor),Kallangur Satellite Health Centre,Kalangoor,-27.2580685,152.9964031,10,MIIC,Thu,15,1.8,6.0,6.0,false,
15002,Kallangur Satellite Health Centre (Kalangoor),Kallangur Satellite Health Centre,Kalangoor,-27.2580685,152.9964031,10,MIIC,Thu,4,0.0,6.0,6.0,false,
